time,"[BMS] Auxillary Battery Voltage (V)","[BMS] Battery Current (A)","[BMS] Battery DC Voltage (V)","[BMS] Battery Fan Duty Feedback (%)","[BMS] Battery Fan Feedback (Hz)","[BMS] Battery Fan Status ()","[BMS] Battery Inlet Temperature (℉)","[BMS] Battery management ()","[BMS] Battery Max Temperature (℉)","[BMS] Battery Min Temperature (℉)","[BMS] Battery Pack B01 (℉)","[BMS] Battery Pack B02 (℉)","[BMS] Battery Pack B03 (℉)","[BMS] Battery Pack B04 (℉)","[BMS] Battery Pack B05 (℉)","[BMS] Battery Power (kW)","[BMS] Battery temperature at WCS input (℉)","[BMS] Battery temperature PRA (℉)","[BMS] Battery work time total (h) (h)","[BMS] Battery work time total (sec.) (sec.)","[BMS] BMS Ignition ()","[BMS] BMS Main Relay ()","[BMS] CALC Average Cell Voltage 58kWh (V)","[BMS] CALC Average Cell Voltage 72kWh (V)","[BMS] CALC Average Cell Voltage 77kWh (V)","[BMS] Coolant temperature 2 (℉)","[BMS] Cumulative Charge Current (Ah)","[BMS] Cumulative Discharge Current (Ah)","[BMS] Cumulative Energy Charged (kWh)","[BMS] Cumulative Energy Discharged (kWh)","[BMS] DATC A/C Compressor operation RPM var.1 (rpm)","[BMS] Drive Motor Speed 1 (rpm)","[BMS] Drive Motor Speed 2 (rpm)","[BMS] HV_Charging ()","[BMS] Inverter Capacitor Voltage (V)","[BMS] Isolation Resistance (kOhm)","[BMS] Maximum Cell Voltage (V)","[BMS] Maximum Cell Voltage No ()","[BMS] Minimum Cell Voltage (V)","[BMS] Minimum Cell Voltage No ()","[BMS] Normal Charge Port ()","[BMS] Operating Time (Hours)","[BMS] Rapid Charge Port ()","[BMS] State of Charge BMS (%)","[HVAC] Coolant temperature #1 (℉)","[HVAC] Coolant temperature 1 (℉)","[HVAC] Evaporator Temperature (℉)","[HVAC] Humidity sensor for automatic defogger (%)","[HVAC] Indoor Temperature (℉)","[HVAC] Interior temperature: driver legs vent (℉)","[HVAC] Interior temperature: driver vent (℉)","[HVAC] Interior temperature: front (℉)","[HVAC] Inverter temperature (℉)","[HVAC] Outdoor Temperature (℉)","[HVAC] Outside temperature (℉)","[HVAC] Real Vehicle Speed (mph)","[ICCU] Aux. Battery Current (A)","[ICCU] Aux. Battery State of Charge (%)","[ICCU] Aux. Battery Temperature (℉)","[ICCU] Aux. Battery Voltage (V)","[ICCU] LDC Input Voltage (V)","[ICCU] LDC Output Current (A)","[ICCU] LDC Output Voltage (V)","[ICCU] LDC Temperature (℉)","[ICCU] OBC AC Current A (RMS) (A)","[ICCU] OBC AC Current B (RMS) (A)","[ICCU] OBC AC Frequency (Hz)","[ICCU] OBC AC Input Current Sensor A Signal Voltage (V)","[ICCU] OBC AC Input Current Sensor B Signal Voltage (V)","[ICCU] OBC AC Total Current (RMS) (A)","[ICCU] OBC AC Voltage A (RMS) (V)","[ICCU] OBC AC Voltage B (RMS) (V)","[ICCU] OBC DC Current A (RMS) (A)","[ICCU] OBC DC Current B (RMS) (A)","[ICCU] OBC DC Current Total (RMS) (A)","[ICCU] OBC DC Voltage (V)","[ICCU] OBC Temperature A (℉)","[ICCU] OBC Temperature B (℉)","[PS] Absolute wheels turn angle (°)","[PS] MDPS motor current (A)","[VCMS] 400V Relay On/Off request ()","[VCMS] 400V Relay Status ()","[VCMS] AC Charger current (A)","[VCMS] AC Charging Counter ()","[VCMS] AC Charging Time (Hours)","[VCMS] AC Charging Time after plug-in (min)","[VCMS] AC Inlet temperature 1 (℉)","[VCMS] Battery main relay status ()","[VCMS] BMS Target current (A)","[VCMS] BMS Target voltage (V)","[VCMS] Charging socket connected ()","[VCMS] CP duty cycle (%)","[VCMS] CP voltage (V)","[VCMS] Cumulative DC Charging time (h)","[VCMS] DC Charger current capability (A)","[VCMS] DC Charging counter ()","[VCMS] DC Charging time after plug-in (min)","[VCMS] DC Inlet Temperature 1 (℉)","[VCMS] DC Inlet Temperature 2 (℉)","[VCMS] EV Max Current (A)","[VCMS] EV Max Voltage (V)","[VCMS] EVSE Current regulation tolerance Value (A)","[VCMS] EVSE Delivered Power Value (Wh)","[VCMS] EVSE Main Power (kW)","[VCMS] EVSE Maximum Current Value (A)","[VCMS] EVSE Maximum Power value (W)","[VCMS] EVSE Maximum Voltage Value (V)","[VCMS] EVSE Minimum Current Value (A)","[VCMS] EVSE Minimum Voltage Value (V)","[VCMS] EVSE Output Current (A)","[VCMS] EVSE Output Voltage (V)","[VCMS] EVSE Target Current (A)","[VCMS] EVSE Target Voltage (V)","[VCMS] HV Battery SoC (%)","[VCMS] HV Battery Voltage (V)","[VCMS] PD voltage (V)","[VCS] Accelerator pedal position (%)","[VCS] Aux. battery voltage (V)","[VCS] Vehicle speed (high res.) (mph)","Average speed (mph)","DC Charger Power (kW)","Distance travelled (miles)","Distance travelled (Today) (miles)","Distance travelled (total) (miles)","Distance travelled (Week) (miles)","Energy costs ($)","Energy used (kWh)","EV Instant Energy Consumption (distance/kWh) (km/kWh)","EV Instant Energy Consumption (kWh) (kWh)","EV Instant Energy Consumption (kWh/distance) (mi/kWh)","HV EV Battery Power (kW)","Hybrid/EV Charger Power (kW)","Vehicle acceleration (g)",
06:17:53.460,,,,0,,,,23,,,,,,,,,39.2,46.4,,,,,,,,39.2,,,,,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:53.665,13.6,19.7,737.4,,0,0,35.6,,50,42.8,42.8,48.2,44.6,48.2,44.6,14.52678,,,11281.291388888889,40612649,0,0,5.12083333333333,4.09666666666667,3.840625,,24992.5,24731.2,18421.9,17836.2,,3605,0,0,738,2310,3.84,16,3.82,25,0,11281.2913888889,0,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.526779999999999,,,
06:17:53.840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.60000000000002,143.60000000000002,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:53.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,65,59.900000000000006,113.9,86.9,59.900000000000006,,36.5,36.5,27.961703650680025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:54.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:54.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25763,13.989795,28.24326247216257,,,,,,,,,,,,,,,
06:17:54.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,48.2,1,,,0,,,,,,,46.4,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:55.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,0,0,0,0,400,0,0,0,0,,,,,,,,,,0,,,,,,,,,,,0,,
06:17:55.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,904,2852,0,,,0,825.6,,0,0.7000000000000001,13,0,41,0,,,350,825.6,,,,,,,,,,,0,0,68,737.8000000000001,4.439,,,,,,,,,,,,,,,,,,
06:17:55.640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,736.4000000000001,48.2,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:55.817,,,,0,,,,23,,,,,,,,,39.2,46.4,,,,,,,,39.2,,,,,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:55.975,13.6,17.1,737.9,,0,0,35.6,,50,42.8,44.6,48.2,44.6,48.2,44.6,12.61809,,,11281.291944444445,40612651,0,0,5.12430555555556,4.09944444444444,3.84322916666667,,24992.5,24731.2,18421.9,17836.2,,3487,0,0,738,2310,3.84,16,3.82,102,0,11281.2919444444,0,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008180476335197475,0.0080994815199975,,0.0080994815199975,,12.61809,,,
06:17:56.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4,145.4,,,,,,,186.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:56.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.720000000000027,99,52.7,14.001,734.2,59.83,14.353,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:17:56.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
